departamento,municipio,año,periodo,areaSembradaHa,areaCosechadaHa,produccionT,cicloDeCultivo
CAQUETA,PUERTO RICO,2016,2016,1264,1109,1152,PERMANENTE
CAQUETA,FLORENCIA,2016,2016,1097,874,1034,PERMANENTE
CAQUETA,SAN VICENTE DEL CAGUAN,2016,2016,1018,775,937,PERMANENTE
CAQUETA,EL DONCELLO,2016,2016,339,281,326,PERMANENTE
CAQUETA,MONTAÑITA,2016,2016,219,189,201,PERMANENTE
CAQUETA,EL PAUJIL,2016,2016,218,165,211,PERMANENTE
CASANARE,TAMARA,2016,2016,2535,2171,2110,PERMANENTE
CASANARE,NUNCHIA,2016,2016,377,281,282,PERMANENTE
CASANARE,SACAMA,2016,2016,162,140,152,PERMANENTE
CASANARE,MONTERREY,2016,2016,97,79,95,PERMANENTE
CAUCA,EL TAMBO,2016,2016,9511,7588,8899,PERMANENTE
CAUCA,PIENDAMO,2016,2016,8508,6686,8082,PERMANENTE
CAUCA,CAJIBIO,2016,2016,7557,6471,6580,PERMANENTE
CAUCA,MORALES,2016,2016,7205,5825,6569,PERMANENTE
CAUCA,PAEZ,2016,2016,5236,4111,5020,PERMANENTE
CAUCA,CALDONO,2016,2016,4894,3833,4615,PERMANENTE
CAUCA,INZA,2016,2016,4879,3958,4518,PERMANENTE
CAUCA,TIMBIO,2016,2016,4633,3761,4358,PERMANENTE
CAUCA,POPAYAN,2016,2016,3770,3416,3349,PERMANENTE
CAUCA,SANTANDER DE QUILICHAO,2016,2016,3715,3298,3332,PERMANENTE
CAUCA,SUAREZ,2016,2016,3488,2771,3267,PERMANENTE
CAUCA,BALBOA,2016,2016,3205,2724,2972,PERMANENTE
CAUCA,LA VEGA,2016,2016,3182,2453,3008,PERMANENTE
CAUCA,BOLIVAR,2016,2016,2758,2336,2410,PERMANENTE
CAUCA,TORIBIO,2016,2016,2661,2359,2134,PERMANENTE
CAUCA,MERCADERES,2016,2016,2025,1696,1864,PERMANENTE
CAUCA,CALOTO,2016,2016,1950,1638,1674,PERMANENTE
CAUCA,BUENOS AIRES,2016,2016,1863,1562,1664,PERMANENTE
CAUCA,PATIA,2016,2016,1860,1485,1722,PERMANENTE
CAUCA,LA SIERRA,2016,2016,1733,1400,1636,PERMANENTE
CAUCA,CORINTO,2016,2016,1672,1402,1477,PERMANENTE
CAUCA,ARGELIA,2016,2016,1540,1323,1404,PERMANENTE
CAUCA,SUCRE,2016,2016,1530,1128,1414,PERMANENTE
CAUCA,ROSAS,2016,2016,1376,1136,1312,PERMANENTE
CAUCA,ALMAGUER,2016,2016,1152,986,937,PERMANENTE
CAUCA,JAMBALO,2016,2016,979,783,834,PERMANENTE
CAUCA,SOTARA,2016,2016,882,737,816,PERMANENTE
CAUCA,MIRANDA,2016,2016,656,488,597,PERMANENTE
CAUCA,TOTORO,2016,2016,655,528,571,PERMANENTE
CAUCA,PURACE,2016,2016,390,328,336,PERMANENTE
CAUCA,SAN SEBASTIAN,2016,2016,287,214,270,PERMANENTE
CESAR,AGUSTIN CODAZZI,2016,2016,6767,5828,5340,PERMANENTE
CESAR,PUEBLO BELLO,2016,2016,6102,5410,4688,PERMANENTE
CESAR,LA PAZ,2016,2016,4675,4153,3885,PERMANENTE
CESAR,VALLEDUPAR,2016,2016,3638,3227,2516,PERMANENTE
CESAR,LA JAGUA DE IBIRICO,2016,2016,2710,2425,2273,PERMANENTE
CESAR,AGUACHICA,2016,2016,1064,933,806,PERMANENTE
CESAR,EL COPEY,2016,2016,907,790,689,PERMANENTE
CESAR,BECERRIL,2016,2016,817,726,652,PERMANENTE
CESAR,MANAURE,2016,2016,811,749,609,PERMANENTE
CESAR,CURUMANI,2016,2016,489,406,389,PERMANENTE
CESAR,PAILITAS,2016,2016,408,332,324,PERMANENTE
CESAR,CHIMICHAGUA,2016,2016,204,178,139,PERMANENTE
CESAR,RIO DE ORO,2016,2016,113,97,99,PERMANENTE
CESAR,LA GLORIA,2016,2016,104,93,78,PERMANENTE
CESAR,CHIRIGUANA,2016,2016,80,78,52,PERMANENTE
CESAR,GONZALEZ,2016,2016,77,63,65,PERMANENTE
CESAR,SAN ALBERTO,2016,2016,29,24,25,PERMANENTE
CESAR,SAN MARTIN,2016,2016,21,16,18,PERMANENTE
CESAR,PELAYA,2016,2016,4,4,2,PERMANENTE
CHOCO,CARMEN DEL ATRATO,2016,2016,164,135,161,PERMANENTE
CUNDINAMARCA,VIOTA,2016,2016,4101,3605,3430,PERMANENTE
CUNDINAMARCA,SAN JUAN DE RIOSECO,2016,2016,2317,2074,1907,PERMANENTE
CUNDINAMARCA,QUIPILE,2016,2016,1627,1446,1138,PERMANENTE
CUNDINAMARCA,EL COLEGIO,2016,2016,1478,1347,1106,PERMANENTE
CUNDINAMARCA,VERGARA,2016,2016,1418,1193,1318,PERMANENTE
CUNDINAMARCA,GUADUAS,2016,2016,1233,1062,1144,PERMANENTE
CUNDINAMARCA,LA PALMA,2016,2016,1197,968,1108,PERMANENTE
CUNDINAMARCA,VIANI,2016,2016,1014,899,839,PERMANENTE
CUNDINAMARCA,YACOPI,2016,2016,1000,870,887,PERMANENTE
CUNDINAMARCA,PACHO,2016,2016,994,856,888,PERMANENTE
CUNDINAMARCA,TIBACUY,2016,2016,992,899,716,PERMANENTE
CUNDINAMARCA,LA MESA,2016,2016,990,863,798,PERMANENTE
CUNDINAMARCA,GUAYABAL DE SIQUIMA,2016,2016,976,889,723,PERMANENTE
CUNDINAMARCA,ANOLAIMA,2016,2016,967,884,755,PERMANENTE
CUNDINAMARCA,CHAGUANI,2016,2016,934,819,805,PERMANENTE
CUNDINAMARCA,SUPATA,2016,2016,921,806,832,PERMANENTE
CUNDINAMARCA,SASAIMA,2016,2016,898,764,824,PERMANENTE
CUNDINAMARCA,CACHIPAY,2016,2016,862,776,671,PERMANENTE
CUNDINAMARCA,PULI,2016,2016,747,673,585,PERMANENTE
CUNDINAMARCA,PAIME,2016,2016,737,643,674,PERMANENTE
CUNDINAMARCA,NILO,2016,2016,669,561,549,PERMANENTE
CUNDINAMARCA,FUSAGASUGA,2016,2016,661,605,517,PERMANENTE
CUNDINAMARCA,TOPAIPI,2016,2016,632,556,569,PERMANENTE
CUNDINAMARCA,SAN FRANCISCO,2016,2016,628,538,569,PERMANENTE
CUNDINAMARCA,LA VEGA,2016,2016,615,563,559,PERMANENTE
CUNDINAMARCA,SAN CAYETANO,2016,2016,593,508,508,PERMANENTE
CUNDINAMARCA,CAPARRAPI,2016,2016,553,457,509,PERMANENTE
CUNDINAMARCA,SILVANIA,2016,2016,534,484,424,PERMANENTE
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,2016,2016,532,483,444,PERMANENTE
CUNDINAMARCA,ARBELAEZ,2016,2016,474,443,345,PERMANENTE
CUNDINAMARCA,BITUIMA,2016,2016,447,379,374,PERMANENTE
CUNDINAMARCA,VENECIA,2016,2016,442,394,368,PERMANENTE
CUNDINAMARCA,TENA,2016,2016,438,411,315,PERMANENTE
CUNDINAMARCA,EL PEÑON,2016,2016,389,334,331,PERMANENTE
CUNDINAMARCA,ALBAN,2016,2016,371,320,341,PERMANENTE
CUNDINAMARCA,GACHETA,2016,2016,316,292,178,PERMANENTE
CUNDINAMARCA,PANDI,2016,2016,298,265,236,PERMANENTE
CUNDINAMARCA,SAN BERNARDO,2016,2016,271,258,206,PERMANENTE
CUNDINAMARCA,GUAYABETAL,2016,2016,241,204,235,PERMANENTE
CUNDINAMARCA,MANTA,2016,2016,217,199,150,PERMANENTE
CUNDINAMARCA,MEDINA,2016,2016,204,185,169,PERMANENTE
CUNDINAMARCA,TIBIRITA,2016,2016,184,160,165,PERMANENTE
CUNDINAMARCA,MACHETA,2016,2016,182,162,156,PERMANENTE
CUNDINAMARCA,UBALA,2016,2016,164,134,152,PERMANENTE
CUNDINAMARCA,QUETAME,2016,2016,162,149,131,PERMANENTE
CUNDINAMARCA,VILLAGOMEZ,2016,2016,160,147,148,PERMANENTE
CUNDINAMARCA,LA PEÑA,2016,2016,153,126,139,PERMANENTE
CUNDINAMARCA,ZIPACON,2016,2016,150,141,107,PERMANENTE
CUNDINAMARCA,JERUSALEN,2016,2016,146,132,120,PERMANENTE
CUNDINAMARCA,VILLETA,2016,2016,140,125,128,PERMANENTE
CUNDINAMARCA,FOMEQUE,2016,2016,131,109,120,PERMANENTE
CUNDINAMARCA,JUNIN,2016,2016,131,121,88,PERMANENTE
CUNDINAMARCA,TOCAIMA,2016,2016,122,113,96,PERMANENTE
CUNDINAMARCA,ANAPOIMA,2016,2016,101,91,75,PERMANENTE
CUNDINAMARCA,UBAQUE,2016,2016,97,88,94,PERMANENTE
CUNDINAMARCA,CAQUEZA,2016,2016,90,74,84,PERMANENTE
CUNDINAMARCA,GACHALA,2016,2016,85,68,80,PERMANENTE
CUNDINAMARCA,QUEBRADANEGRA,2016,2016,81,73,71,PERMANENTE
CUNDINAMARCA,GAMA,2016,2016,77,70,59,PERMANENTE
CUNDINAMARCA,GUTIERREZ,2016,2016,61,55,58,PERMANENTE
CUNDINAMARCA,BELTRAN,2016,2016,60,56,53,PERMANENTE
CUNDINAMARCA,APULO,2016,2016,54,50,44,PERMANENTE
CUNDINAMARCA,NOCAIMA,2016,2016,49,45,44,PERMANENTE
CUNDINAMARCA,CHOACHI,2016,2016,45,40,43,PERMANENTE
CUNDINAMARCA,FOSCA,2016,2016,40,33,34,PERMANENTE
CUNDINAMARCA,NIMAIMA,2016,2016,34,32,31,PERMANENTE
CUNDINAMARCA,CABRERA,2016,2016,24,21,21,PERMANENTE
CUNDINAMARCA,PASCA,2016,2016,18,17,17,PERMANENTE
CUNDINAMARCA,PARATEBUENO,2016,2016,8,7,8,PERMANENTE
HUILA,PITALITO,2016,2016,19119,15931,18440,PERMANENTE
HUILA,ACEVEDO,2016,2016,14634,11774,14049,PERMANENTE
HUILA,LA PLATA,2016,2016,11403,9305,10885,PERMANENTE
HUILA,GARZON,2016,2016,9680,8048,9177,PERMANENTE
HUILA,SAN AGUSTIN,2016,2016,6985,5871,6701,PERMANENTE
HUILA,SUAZA,2016,2016,6920,5556,6643,PERMANENTE
HUILA,ALGECIRAS,2016,2016,5895,4819,5645,PERMANENTE
HUILA,GIGANTE,2016,2016,5611,4623,5376,PERMANENTE
HUILA,GUADALUPE,2016,2016,5189,4233,5021,PERMANENTE
HUILA,TIMANA,2016,2016,5033,4164,4829,PERMANENTE
HUILA,PALESTINA,2016,2016,4888,4094,4654,PERMANENTE
HUILA,PITAL,2016,2016,4887,4032,4636,PERMANENTE
HUILA,ISNOS,2016,2016,4323,3530,4156,PERMANENTE
HUILA,TARQUI,2016,2016,4296,3698,4118,PERMANENTE
HUILA,SALADOBLANCO,2016,2016,4257,3703,4113,PERMANENTE
HUILA,NEIVA,2016,2016,4196,3511,3934,PERMANENTE
HUILA,TELLO,2016,2016,3400,2796,3184,PERMANENTE
HUILA,OPORAPA,2016,2016,3159,2632,3016,PERMANENTE
HUILA,SANTA MARIA,2016,2016,3097,2669,2917,PERMANENTE
HUILA,TERUEL,2016,2016,2829,2348,2670,PERMANENTE
HUILA,IQUIRA,2016,2016,2597,2110,2471,PERMANENTE
HUILA,LA ARGENTINA,2016,2016,2568,2212,2440,PERMANENTE
HUILA,PALERMO,2016,2016,2534,2131,2401,PERMANENTE
HUILA,NATAGA,2016,2016,2117,1810,2027,PERMANENTE
HUILA,COLOMBIA,2016,2016,1811,1557,1697,PERMANENTE
HUILA,CAMPOALEGRE,2016,2016,1765,1506,1681,PERMANENTE
HUILA,PAICOL,2016,2016,1758,1512,1680,PERMANENTE
HUILA,AGRADO,2016,2016,1303,1118,1252,PERMANENTE
HUILA,AIPE,2016,2016,1064,932,1012,PERMANENTE
HUILA,ELIAS,2016,2016,1051,865,1003,PERMANENTE
HUILA,HOBO,2016,2016,1038,865,998,PERMANENTE
HUILA,BARAYA,2016,2016,805,688,760,PERMANENTE
HUILA,RIVERA,2016,2016,785,677,739,PERMANENTE
HUILA,TESALIA,2016,2016,772,645,733,PERMANENTE
HUILA,ALTAMIRA,2016,2016,99,85,96,PERMANENTE
LA GUAJIRA,URUMITA,2016,2016,1439,1342,929,PERMANENTE
LA GUAJIRA,VILLANUEVA,2016,2016,1184,1036,841,PERMANENTE
LA GUAJIRA,BARRANCAS,2016,2016,744,644,582,PERMANENTE
LA GUAJIRA,LA JAGUA DEL PILAR,2016,2016,699,613,517,PERMANENTE
LA GUAJIRA,SAN JUAN DEL CESAR,2016,2016,505,491,346,PERMANENTE
LA GUAJIRA,EL MOLINO,2016,2016,401,381,251,PERMANENTE
LA GUAJIRA,RIOHACHA,2016,2016,400,364,297,PERMANENTE
LA GUAJIRA,FONSECA,2016,2016,363,337,297,PERMANENTE
LA GUAJIRA,DIBULLA,2016,2016,253,209,220,PERMANENTE
LA GUAJIRA,HATO NUEVO,2016,2016,143,115,109,PERMANENTE
MAGDALENA,CIENAGA,2016,2016,11691,10093,9920,PERMANENTE
MAGDALENA,SANTA MARTA,2016,2016,5059,4451,3970,PERMANENTE
MAGDALENA,FUNDACION,2016,2016,2666,2361,2178,PERMANENTE
MAGDALENA,ARACATACA,2016,2016,1100,840,962,PERMANENTE
META,MESETAS,2016,2016,1414,1174,1295,PERMANENTE
META,LEJANIAS,2016,2016,820,659,773,PERMANENTE
META,SAN LUIS DE CUBARRAL,2016,2016,369,324,311,PERMANENTE
META,EL DORADO,2016,2016,260,194,249,PERMANENTE
META,SAN JUAN DE ARAMA,2016,2016,253,201,231,PERMANENTE
META,EL CASTILLO,2016,2016,245,196,227,PERMANENTE
META,VILLAVICENCIO,2016,2016,195,134,187,PERMANENTE
META,RESTREPO,2016,2016,28,22,25,PERMANENTE
META,CUMARAL,2016,2016,26,21,25,PERMANENTE
NARIÑO,LA UNION,2016,2016,4988,4120,4822,PERMANENTE
NARIÑO,SAN LORENZO,2016,2016,3489,2987,3383,PERMANENTE
NARIÑO,BUESACO,2016,2016,3204,2744,3074,PERMANENTE
NARIÑO,COLON,2016,2016,2559,2040,2455,PERMANENTE
NARIÑO,EL TABLON,2016,2016,1946,1670,1860,PERMANENTE
NARIÑO,ARBOLEDA,2016,2016,1929,1574,1862,PERMANENTE
NARIÑO,ALBAN,2016,2016,1905,1599,1832,PERMANENTE
NARIÑO,CONSACA,2016,2016,1837,1563,1733,PERMANENTE
NARIÑO,TAMINANGO,2016,2016,1729,1480,1665,PERMANENTE
NARIÑO,SANDONA,2016,2016,1671,1297,1622,PERMANENTE
NARIÑO,SAMANIEGO,2016,2016,1604,1430,1520,PERMANENTE
NARIÑO,LA FLORIDA,2016,2016,1366,1163,1267,PERMANENTE
NARIÑO,SAN PABLO,2016,2016,1178,982,1120,PERMANENTE
NARIÑO,EL ROSARIO,2016,2016,947,789,895,PERMANENTE
NARIÑO,LOS ANDES,2016,2016,944,825,910,PERMANENTE
NARIÑO,EL TAMBO,2016,2016,892,744,808,PERMANENTE
NARIÑO,SAN PEDRO DE CARTAGO,2016,2016,889,752,849,PERMANENTE
NARIÑO,LEIVA,2016,2016,848,754,819,PERMANENTE
NARIÑO,LINARES,2016,2016,816,712,777,PERMANENTE
NARIÑO,EL PEÑOL,2016,2016,773,697,721,PERMANENTE
NARIÑO,CHACHAGUI,2016,2016,450,373,423,PERMANENTE
NARIÑO,YACUANQUER,2016,2016,436,374,417,PERMANENTE
NARIÑO,POLICARPA,2016,2016,378,370,330,PERMANENTE
NARIÑO,ANCUYA,2016,2016,350,299,330,PERMANENTE
NARIÑO,SAN BERNARDO,2016,2016,327,271,306,PERMANENTE
NARIÑO,PASTO,2016,2016,308,261,282,PERMANENTE
NARIÑO,FUNES,2016,2016,214,196,201,PERMANENTE
NARIÑO,LA CRUZ,2016,2016,173,145,158,PERMANENTE
NARIÑO,SANTACRUZ,2016,2016,146,133,142,PERMANENTE
NARIÑO,GUAITARILLA,2016,2016,106,92,100,PERMANENTE
NARIÑO,TANGUA,2016,2016,100,81,96,PERMANENTE
NARIÑO,PROVIDENCIA,2016,2016,76,70,75,PERMANENTE
NARIÑO,CUMBITARA,2016,2016,64,63,61,PERMANENTE
NARIÑO,MALLAMA,2016,2016,44,41,43,PERMANENTE
NARIÑO,TUQUERRES,2016,2016,41,35,40,PERMANENTE
NARIÑO,IMUES,2016,2016,11,10,10,PERMANENTE
NARIÑO,ILES,2016,2016,10,10,9,PERMANENTE
NARIÑO,RICAURTE,2016,2016,5,4,5,PERMANENTE
NORTE DE SANTANDER,ARBOLEDAS,2016,2016,1827,1659,1341,PERMANENTE
NORTE DE SANTANDER,TOLEDO,2016,2016,1666,1528,1224,PERMANENTE
NORTE DE SANTANDER,SALAZAR,2016,2016,1625,1477,1257,PERMANENTE
NORTE DE SANTANDER,SARDINATA,2016,2016,1474,1266,1213,PERMANENTE
NORTE DE SANTANDER,CONVENCION,2016,2016,1441,1222,1319,PERMANENTE
NORTE DE SANTANDER,CUCUTILLA,2016,2016,1430,1291,1130,PERMANENTE
NORTE DE SANTANDER,LOURDES,2016,2016,1258,1063,1015,PERMANENTE
NORTE DE SANTANDER,SAN CALIXTO,2016,2016,1207,1097,1066,PERMANENTE
NORTE DE SANTANDER,LABATECA,2016,2016,1130,1037,813,PERMANENTE
NORTE DE SANTANDER,GRAMALOTE,2016,2016,1128,916,883,PERMANENTE
NORTE DE SANTANDER,BUCARASICA,2016,2016,1124,927,922,PERMANENTE
NORTE DE SANTANDER,CACHIRA,2016,2016,1025,910,926,PERMANENTE
NORTE DE SANTANDER,EL CARMEN,2016,2016,1004,906,880,PERMANENTE
NORTE DE SANTANDER,EL ZULIA,2016,2016,916,825,779,PERMANENTE
NORTE DE SANTANDER,HACARI,2016,2016,741,642,639,PERMANENTE
NORTE DE SANTANDER,OCAÑA,2016,2016,689,610,623,PERMANENTE
NORTE DE SANTANDER,DURANIA,2016,2016,663,603,474,PERMANENTE
NORTE DE SANTANDER,BOCHALEMA,2016,2016,486,442,352,PERMANENTE
NORTE DE SANTANDER,CHINACOTA,2016,2016,426,383,324,PERMANENTE
NORTE DE SANTANDER,RAGONVALIA,2016,2016,376,328,284,PERMANENTE
NORTE DE SANTANDER,PAMPLONITA,2016,2016,375,343,245,PERMANENTE
NORTE DE SANTANDER,ABREGO,2016,2016,342,307,279,PERMANENTE
NORTE DE SANTANDER,VILLA CARO,2016,2016,317,249,278,PERMANENTE
NORTE DE SANTANDER,TEORAMA,2016,2016,298,271,266,PERMANENTE
NORTE DE SANTANDER,SANTIAGO,2016,2016,278,239,206,PERMANENTE
NORTE DE SANTANDER,LA ESPERANZA,2016,2016,192,176,182,PERMANENTE
NORTE DE SANTANDER,CHITAGA,2016,2016,188,171,153,PERMANENTE
NORTE DE SANTANDER,LOS PATIOS,2016,2016,143,127,113,PERMANENTE
NORTE DE SANTANDER,HERRAN,2016,2016,141,117,115,PERMANENTE
NORTE DE SANTANDER,VILLA DEL ROSARIO,2016,2016,130,122,73,PERMANENTE
NORTE DE SANTANDER,LA PLAYA,2016,2016,126,113,112,PERMANENTE
NORTE DE SANTANDER,SAN CAYETANO,2016,2016,68,63,38,PERMANENTE
NORTE DE SANTANDER,CUCUTA,2016,2016,50,48,30,PERMANENTE
NORTE DE SANTANDER,PAMPLONA,2016,2016,43,37,25,PERMANENTE
NORTE DE SANTANDER,CACOTA,2016,2016,7,7,6,PERMANENTE
NORTE DE SANTANDER,EL TARRA,2016,2016,4,2,3,PERMANENTE
QUINDIO,GENOVA,2016,2016,4283,3572,3760,PERMANENTE
QUINDIO,CALARCA,2016,2016,4003,3138,3788,PERMANENTE
QUINDIO,QUIMBAYA,2016,2016,3018,2025,2946,PERMANENTE
QUINDIO,PIJAO,2016,2016,2870,2398,2426,PERMANENTE
QUINDIO,CIRCASIA,2016,2016,2163,1699,2047,PERMANENTE
QUINDIO,ARMENIA,2016,2016,2016,1297,1959,PERMANENTE
QUINDIO,FILANDIA,2016,2016,1990,1676,1857,PERMANENTE
QUINDIO,CORDOBA,2016,2016,1671,1405,1499,PERMANENTE
QUINDIO,MONTENEGRO,2016,2016,1352,983,1322,PERMANENTE
QUINDIO,BUENAVISTA,2016,2016,1112,897,1050,PERMANENTE
QUINDIO,SALENTO,2016,2016,671,550,610,PERMANENTE
QUINDIO,LA TEBAIDA,2016,2016,536,400,527,PERMANENTE
RISARALDA,BELEN DE UMBRIA,2016,2016,7664,6246,7201,PERMANENTE
RISARALDA,SANTUARIO,2016,2016,6236,5042,5941,PERMANENTE
RISARALDA,SANTA ROSA DE CABAL,2016,2016,5179,4055,4839,PERMANENTE
RISARALDA,APIA,2016,2016,5059,3933,4786,PERMANENTE
RISARALDA,PEREIRA,2016,2016,4835,3709,4642,PERMANENTE
RISARALDA,MARSELLA,2016,2016,4774,3736,4585,PERMANENTE
RISARALDA,QUINCHIA,2016,2016,3712,3233,3390,PERMANENTE
RISARALDA,LA CELIA,2016,2016,3696,2937,3494,PERMANENTE
RISARALDA,GUATICA,2016,2016,2802,2415,2576,PERMANENTE
RISARALDA,BALBOA,2016,2016,2715,2221,2586,PERMANENTE
RISARALDA,MISTRATO,2016,2016,1760,1480,1606,PERMANENTE
RISARALDA,DOS QUEBRADAS,2016,2016,1272,1061,1178,PERMANENTE
RISARALDA,PUEBLO RICO,2016,2016,487,349,476,PERMANENTE
RISARALDA,LA VIRGINIA,2016,2016,63,55,57,PERMANENTE
SANTANDER,SOCORRO,2016,2016,4146,3330,3964,PERMANENTE
SANTANDER,SAN VICENTE DE CHUCURI,2016,2016,2456,2008,2267,PERMANENTE
SANTANDER,SAN GIL,2016,2016,2427,2064,2284,PERMANENTE
SANTANDER,VALLE DE SAN JOSE,2016,2016,2415,1925,2308,PERMANENTE
SANTANDER,PARAMO,2016,2016,2071,1608,2002,PERMANENTE
SANTANDER,ARATOCA,2016,2016,1890,1572,1792,PERMANENTE
SANTANDER,CONFINES,2016,2016,1733,1349,1665,PERMANENTE
SANTANDER,CURITI,2016,2016,1727,1403,1636,PERMANENTE
SANTANDER,PINCHOTE,2016,2016,1678,1390,1557,PERMANENTE
SANTANDER,COROMORO,2016,2016,1534,1288,1457,PERMANENTE
SANTANDER,OIBA,2016,2016,1532,1231,1484,PERMANENTE
SANTANDER,OCAMONTE,2016,2016,1415,1184,1329,PERMANENTE
SANTANDER,RIONEGRO,2016,2016,1382,1151,1257,PERMANENTE
SANTANDER,GUADALUPE,2016,2016,1352,1131,1257,PERMANENTE
SANTANDER,MATANZA,2016,2016,1224,997,1148,PERMANENTE
SANTANDER,CHARALA,2016,2016,1134,939,1059,PERMANENTE
SANTANDER,MOGOTES,2016,2016,1121,876,1050,PERMANENTE
SANTANDER,SUAITA,2016,2016,1111,929,1033,PERMANENTE
SANTANDER,CHIMA,2016,2016,1102,912,1007,PERMANENTE
SANTANDER,EL CARMEN DE CHUCURI,2016,2016,1008,870,908,PERMANENTE
SANTANDER,PUENTE NACIONAL,2016,2016,1001,843,961,PERMANENTE
SANTANDER,EL PLAYON,2016,2016,883,729,822,PERMANENTE
SANTANDER,PIEDECUESTA,2016,2016,867,712,803,PERMANENTE
SANTANDER,ZAPATOCA,2016,2016,832,672,780,PERMANENTE
SANTANDER,GALAN,2016,2016,776,625,706,PERMANENTE
SANTANDER,SAN ANDRES,2016,2016,775,653,671,PERMANENTE
SANTANDER,PALMAS DEL SOCORRO,2016,2016,734,619,698,PERMANENTE
SANTANDER,SIMACOTA,2016,2016,713,597,641,PERMANENTE
SANTANDER,BARBOSA,2016,2016,657,564,626,PERMANENTE
SANTANDER,HATO,2016,2016,634,527,606,PERMANENTE
SANTANDER,FLORIDABLANCA,2016,2016,554,468,514,PERMANENTE
SANTANDER,BUCARAMANGA,2016,2016,534,418,502,PERMANENTE
SANTANDER,BARICHARA,2016,2016,515,457,461,PERMANENTE
SANTANDER,GUAVATA,2016,2016,460,380,424,PERMANENTE
SANTANDER,TONA,2016,2016,431,357,404,PERMANENTE
SANTANDER,BETULIA,2016,2016,422,337,380,PERMANENTE
SANTANDER,JESUS MARIA,2016,2016,407,305,391,PERMANENTE
SANTANDER,FLORIAN,2016,2016,388,305,369,PERMANENTE
SANTANDER,ENCINO,2016,2016,353,229,337,PERMANENTE
SANTANDER,GUAPOTA,2016,2016,341,300,314,PERMANENTE
SANTANDER,ALBANIA,2016,2016,332,265,324,PERMANENTE
SANTANDER,SUCRE,2016,2016,322,252,309,PERMANENTE
SANTANDER,CONTRATACION,2016,2016,308,276,291,PERMANENTE
SANTANDER,VELEZ,2016,2016,301,245,288,PERMANENTE
SANTANDER,SAN BENITO,2016,2016,204,172,195,PERMANENTE
SANTANDER,LA BELLEZA,2016,2016,193,140,185,PERMANENTE
SANTANDER,BOLIVAR,2016,2016,181,136,170,PERMANENTE
SANTANDER,SANTA BARBARA,2016,2016,179,130,166,PERMANENTE
SANTANDER,SURATA,2016,2016,166,135,148,PERMANENTE
SANTANDER,GUEPSA,2016,2016,148,130,138,PERMANENTE
SANTANDER,CHARTA,2016,2016,135,111,121,PERMANENTE
SANTANDER,LOS SANTOS,2016,2016,123,105,105,PERMANENTE
SANTANDER,GIRON,2016,2016,123,103,113,PERMANENTE
SANTANDER,GUACA,2016,2016,103,77,121,PERMANENTE
SANTANDER,CHIPATA,2016,2016,102,87,98,PERMANENTE
SANTANDER,VILLANUEVA,2016,2016,98,87,91,PERMANENTE
SANTANDER,AGUADA,2016,2016,96,81,93,PERMANENTE
SANTANDER,GAMBITA,2016,2016,94,71,89,PERMANENTE
SANTANDER,ONZAGA,2016,2016,92,76,80,PERMANENTE
SANTANDER,MOLAGAVITA,2016,2016,83,58,77,PERMANENTE
SANTANDER,JORDAN,2016,2016,78,57,72,PERMANENTE
SANTANDER,SAN JOAQUIN,2016,2016,67,62,63,PERMANENTE
SANTANDER,CEPITA,2016,2016,66,55,50,PERMANENTE
SANTANDER,EL GUACAMAYO,2016,2016,44,39,35,PERMANENTE
SANTANDER,ENCISO,2016,2016,42,28,41,PERMANENTE
SANTANDER,LEBRIJA,2016,2016,42,37,39,PERMANENTE
SANTANDER,LA PAZ,2016,2016,33,31,31,PERMANENTE
SANTANDER,SAN JOSE DE MIRANDA,2016,2016,32,24,28,PERMANENTE
SANTANDER,LANDAZURI,2016,2016,26,19,25,PERMANENTE
SANTANDER,MALAGA,2016,2016,14,9,14,PERMANENTE
SANTANDER,SAN MIGUEL,2016,2016,14,11,10,PERMANENTE
SANTANDER,CABRERA,2016,2016,12,11,12,PERMANENTE
SANTANDER,EL PEÑON,2016,2016,9,7,7,PERMANENTE
SANTANDER,SANTA HELENA DEL OPON,2016,2016,8,4,8,PERMANENTE
SANTANDER,CAPITANEJO,2016,2016,4,3,3,PERMANENTE
TOLIMA,PLANADAS,2016,2016,14417,11902,13450,PERMANENTE
TOLIMA,ATACO,2016,2016,10856,8989,10120,PERMANENTE
TOLIMA,LIBANO,2016,2016,9058,7714,8528,PERMANENTE
TOLIMA,IBAGUE,2016,2016,8893,7560,8000,PERMANENTE
TOLIMA,CHAPARRAL,2016,2016,7721,6675,7044,PERMANENTE
TOLIMA,ROVIRA,2016,2016,7444,6264,6880,PERMANENTE
TOLIMA,RIOBLANCO,2016,2016,6212,5319,5687,PERMANENTE
TOLIMA,ORTEGA,2016,2016,5964,5244,5285,PERMANENTE
TOLIMA,FRESNO,2016,2016,5879,5049,5514,PERMANENTE
TOLIMA,SAN ANTONIO,2016,2016,4145,3695,3641,PERMANENTE
TOLIMA,ANZOATEGUI,2016,2016,3932,3428,3535,PERMANENTE
TOLIMA,DOLORES,2016,2016,3839,3335,3120,PERMANENTE
TOLIMA,VILLAHERMOSA,2016,2016,3677,3095,3453,PERMANENTE
TOLIMA,PALOCABILDO,2016,2016,2441,2097,2265,PERMANENTE
